lat,lon,year,cat,og,d,v,n
33.771,-118.196,2016,Vehicles,I,1,0,1
33.776,-118.181,2016,Property Maintenance,I,1,0,1
33.777,-118.182,2016,Vehicles,I,1,1,1
33.777,-118.17,2016,No type recorded,I,1,0,17
33.787,-118.196,2016,No type recorded,E,1,1,1
33.775,-118.195,2016,Unpermitted Construction,E,1,0,1
33.778,-118.193,2009,Property Maintenance,I,1,1,2
33.783,-118.183,2008,Signage,I,1,1,2
33.777,-118.172,2016,Other,E,1,0,1
33.771,-118.195,2016,Property Maintenance,I,1,0,2
33.776,-118.168,2016,Other,I,1,1,1
33.776,-118.178,2016,No type recorded,E,1,1,13
33.776,-118.178,2016,No type recorded,E,1,0,11
33.778,-118.182,2016,No type recorded,E,1,0,3
33.772,-118.195,2016,No type recorded,I,1,0,21
33.767,-118.196,2016,No type recorded,I,1,0,2
33.785,-118.196,2016,No type recorded,E,1,1,7
33.775,-118.179,2016,Inspection,E,1,1,1
33.777,-118.178,2016,No type recorded,I,1,1,4
33.777,-118.178,2016,No type recorded,I,1,0,2
33.777,-118.17,2016,Property Maintenance,E,1,0,1
33.777,-118.169,2016,Vehicles,I,1,0,1
33.777,-118.169,2016,Property Maintenance,I,1,0,1
33.79,-118.197,2016,Inspection,E,1,1,1
33.79,-118.2,2016,Inspection,I,1,1,1
33.79,-118.199,2016,Inspection,E,1,0,1
33.771,-118.196,2016,No type recorded,I,1,0,10
33.777,-118.178,2016,No type recorded,E,1,1,2
33.777,-118.178,2016,No type recorded,E,1,0,3
33.775,-118.201,2016,No type recorded,E,1,1,2
33.79,-118.184,2016,Inspection,E,1,1,1
33.772,-118.195,2016,No type recorded,I,1,1,5
33.771,-118.187,2016,No type recorded,E,1,0,1
33.771,-118.187,2016,Habitability,E,1,0,1
33.779,-118.194,2016,No type recorded,E,1,1,1
33.79,-118.198,2016,Inspection,E,1,0,1
33.79,-118.178,2016,Inspection,I,1,0,1
33.771,-118.198,2009,No type recorded,E,1,1,2
33.779,-118.203,2016,Vehicles,I,1,0,1
33.778,-118.197,2016,Health/Pests,I,1,0,1
33.781,-118.199,2016,No type recorded,E,1,0,6
33.775,-118.195,2016,No type recorded,E,1,0,26
33.776,-118.18,2016,Habitability,I,1,1,1
33.788,-118.189,2016,Graffiti,E,1,0,1
33.776,-118.199,2016,Vehicles,I,1,1,1
33.781,-118.192,2016,No type recorded,E,1,1,4
33.781,-118.192,2016,No type recorded,E,1,0,12
33.778,-118.178,2016,No type recorded,E,1,0,6
33.778,-118.178,2016,No type recorded,E,1,1,5
33.778,-118.178,2016,No type recorded,I,1,1,5
33.778,-118.178,2016,No type recorded,I,1,0,5
33.776,-118.178,2016,Property Maintenance,E,1,0,1
33.778,-118.196,2016,Graffiti,E,1,0,6
33.778,-118.181,2016,No type recorded,E,1,0,1
33.774,-118.199,2008,Other,E,1,1,2
33.778,-118.196,2016,No type recorded,E,1,1,7
33.776,-118.18,2016,No type recorded,I,1,1,7
33.768,-118.183,2016,Other,E,1,1,1
33.769,-118.188,2016,No type recorded,E,1,0,1
33.786,-118.192,2009,No type recorded,I,1,1,2
33.772,-118.186,2016,Property Maintenance,E,1,0,3
33.789,-118.189,2016,Inspection,P,1,0,1
33.778,-118.172,2016,No type recorded,I,1,0,5
33.781,-118.189,2016,Graffiti,E,1,0,2
33.772,-118.201,2016,Property Maintenance,I,1,0,2
33.777,-118.188,2016,Property Maintenance,I,1,1,1
33.771,-118.195,2016,No type recorded,I,1,0,2
33.769,-118.192,2016,Graffiti,P,1,0,1
33.775,-118.175,2016,No type recorded,E,1,0,10
33.775,-118.184,2016,No type recorded,E,1,0,3
33.768,-118.184,2016,No type recorded,I,1,0,24
33.776,-118.199,2016,No type recorded,I,1,0,6
33.789,-118.192,2016,No type recorded,E,1,0,3
33.775,-118.188,2016,Property Maintenance,I,1,1,2
33.771,-118.198,2016,No type recorded,E,1,1,2
33.777,-118.18,2016,Property Maintenance,I,1,0,3
33.776,-118.18,2016,Property Maintenance,I,1,0,2
33.775,-118.188,2016,Unpermitted Construction,I,1,0,1
33.775,-118.188,2016,Graffiti,I,1,1,1
33.767,-118.185,2016,Inspection,E,1,0,1
33.787,-118.196,2016,No type recorded,I,1,0,2
33.769,-118.184,2016,No type recorded,I,1,0,1
33.775,-118.174,2016,Property Maintenance,I,1,1,1
33.787,-118.192,2016,No type recorded,E,1,1,8
33.783,-118.191,2016,No type recorded,I,1,1,1
33.771,-118.194,2016,Inspection,E,1,0,1
33.777,-118.176,2016,No type recorded,I,1,1,3
33.783,-118.191,2016,Property Maintenance,P,1,0,1
33.786,-118.192,2016,No type recorded,E,1,0,1
33.779,-118.191,2016,Other,E,1,0,1
33.772,-118.198,2016,No type recorded,I,1,0,3
33.789,-118.202,2016,Vehicles,E,1,0,1
33.777,-118.168,2016,No type recorded,E,1,1,1
33.777,-118.168,2016,No type recorded,E,1,0,10
33.783,-118.197,2016,No type recorded,I,1,1,2
33.775,-118.181,2016,Inspection,I,1,0,1
33.777,-118.188,2016,Property Maintenance,I,1,0,2
33.778,-118.168,2016,No type recorded,E,1,1,5
33.778,-118.168,2016,No type recorded,E,1,0,6
33.774,-118.189,2016,No type recorded,E,1,0,1
33.777,-118.203,2016,No type recorded,I,1,1,4
33.777,-118.203,2016,No type recorded,I,1,0,6
33.771,-118.196,2016,No type recorded,E,1,1,4
33.771,-118.196,2016,No type recorded,E,1,0,30
33.771,-118.199,2016,No type recorded,E,1,0,4
33.788,-118.189,2016,No type recorded,E,1,0,1
33.777,-118.189,2016,Signage,I,1,0,1
33.779,-118.199,2016,Other,I,1,0,1
33.777,-118.176,2016,Other,I,1,0,2
33.778,-118.176,2016,Property Maintenance,I,1,1,2
33.778,-118.174,2016,No type recorded,I,1,0,1
33.774,-118.186,2016,Property Maintenance,E,1,0,1
33.777,-118.186,2016,Property Maintenance,E,1,0,2
33.771,-118.188,2016,Inspection,E,1,0,1
33.773,-118.2,2016,No type recorded,E,1,0,7
33.779,-118.199,2016,Property Maintenance,I,1,0,3
33.777,-118.172,2016,Unpermitted Construction,E,1,1,2
33.777,-118.176,2016,Unpermitted Construction,I,1,0,1
33.776,-118.174,2016,Property Maintenance,I,1,0,4
33.768,-118.184,2016,Inspection,E,1,0,1
33.77,-118.185,2016,No type recorded,I,1,0,5
33.785,-118.196,2016,No type recorded,E,1,0,11
33.774,-118.186,2016,Property Maintenance,E,1,1,1
33.778,-118.196,2016,No type recorded,I,1,1,1
33.788,-118.194,2016,No type recorded,E,1,0,1
33.776,-118.171,2016,No type recorded,E,1,1,2
33.777,-118.185,2016,Property Maintenance,E,1,0,2
33.775,-118.169,2009,No type recorded,I,1,1,2
33.777,-118.196,2016,Property Maintenance,E,1,0,5
33.777,-118.197,2016,Property Maintenance,I,1,0,1
33.772,-118.196,2016,Property Maintenance,I,1,0,2
33.768,-118.186,2016,Inspection,I,1,0,2
33.773,-118.187,2016,Property Maintenance,I,1,1,2
33.772,-118.202,2016,Property Maintenance,I,1,1,2
33.779,-118.173,2016,Property Maintenance,I,1,1,1
33.768,-118.182,2016,Property Maintenance,E,1,0,4
33.771,-118.196,2016,No type recorded,I,1,1,7
33.781,-118.194,2016,Property Maintenance,I,1,0,1
33.773,-118.196,2016,No type recorded,I,1,0,15
33.773,-118.196,2016,No type recorded,I,1,1,3
33.774,-118.196,2016,No type recorded,E,1,1,20
33.774,-118.196,2016,No type recorded,E,1,0,27
33.79,-118.191,2016,No type recorded,I,1,0,1
33.771,-118.188,2016,No type recorded,E,1,0,1
33.779,-118.189,2016,No type recorded,I,1,1,1
33.776,-118.175,2016,Unpermitted Construction,I,1,0,1
33.779,-118.199,2016,Unpermitted Construction,I,1,0,1
33.774,-118.185,2016,Property Maintenance,E,1,0,1
33.789,-118.194,2016,Property Maintenance,I,1,1,1
33.771,-118.185,2016,Property Maintenance,I,1,1,1
33.777,-118.197,2016,No type recorded,I,1,1,2
33.773,-118.184,2016,No type recorded,E,1,0,2
33.779,-118.195,2016,No type recorded,E,1,0,2
33.777,-118.187,2016,Property Maintenance,I,1,0,1
33.776,-118.183,2016,Property Maintenance,I,1,0,2
33.771,-118.186,2016,Property Maintenance,I,1,0,1
33.771,-118.198,2016,Vehicles,I,1,1,1
33.771,-118.187,2016,Property Maintenance,E,1,0,2
33.77,-118.182,2016,Property Maintenance,I,1,0,1
33.769,-118.192,2016,Inspection,P,1,0,1
33.779,-118.196,2016,Vehicles,I,1,0,3
33.778,-118.189,2016,No type recorded,I,1,0,1
33.776,-118.192,2016,No type recorded,I,1,0,1
33.783,-118.191,2016,Other,I,1,0,1
33.783,-118.195,2016,No type recorded,E,1,1,1
33.785,-118.195,2016,No type recorded,E,1,0,27
33.772,-118.196,2016,Property Maintenance,I,1,1,1
33.774,-118.196,2016,No type recorded,I,1,0,11
33.771,-118.184,2016,No type recorded,E,1,0,2
33.785,-118.195,2016,No type recorded,E,1,1,1
33.774,-118.196,2016,No type recorded,I,1,1,3
33.786,-118.197,2016,No type recorded,E,1,0,9
33.786,-118.197,2016,No type recorded,E,1,1,5
33.786,-118.198,2016,No type recorded,E,1,0,15
33.787,-118.198,2016,No type recorded,I,1,1,5
33.787,-118.198,2016,No type recorded,I,1,0,20
33.787,-118.198,2016,No type recorded,E,1,0,15
33.787,-118.198,2016,No type recorded,E,1,1,8
33.786,-118.195,2016,No type recorded,E,1,1,3
33.785,-118.195,2016,No type recorded,I,1,0,5
33.774,-118.188,2016,No type recorded,E,1,1,1
33.769,-118.188,2016,Property Maintenance,I,1,0,2
33.778,-118.181,2016,Property Maintenance,I,1,0,1
33.777,-118.179,2016,Property Maintenance,E,1,0,2
33.775,-118.196,2016,No type recorded,I,1,0,22
33.773,-118.201,2016,No type recorded,I,1,0,2
33.776,-118.196,2016,Vehicles,I,1,0,1
33.786,-118.195,2016,No type recorded,E,1,0,11
33.787,-118.195,2016,No type recorded,I,1,1,4
33.787,-118.195,2016,No type recorded,E,1,1,7
33.787,-118.195,2016,No type recorded,E,1,0,43
33.779,-118.198,2009,Property Maintenance,I,1,1,1
33.777,-118.172,2016,Illegal Use,E,1,0,1
33.789,-118.198,2016,No type recorded,I,1,0,4
33.788,-118.198,2016,No type recorded,I,1,1,3
33.788,-118.198,2016,No type recorded,I,1,0,7
33.792,-118.198,2016,No type recorded,I,1,0,1
33.778,-118.182,2016,No type recorded,I,1,1,6
33.778,-118.182,2016,No type recorded,I,1,0,6
33.775,-118.18,2016,Property Maintenance,E,1,1,1
33.778,-118.176,2016,Other,I,1,0,1
33.775,-118.186,2016,Habitability,E,1,1,1
33.772,-118.182,2016,Illegal Use,I,1,0,1
33.77,-118.182,2016,No type recorded,I,1,1,4
33.781,-118.184,2016,Property Maintenance,E,1,1,1
33.77,-118.182,2016,No type recorded,I,1,0,9
33.778,-118.196,2016,Unpermitted Construction,I,1,0,2
33.777,-118.195,2016,Property Maintenance,I,1,1,2
33.777,-118.185,2016,Other,I,1,0,2
33.775,-118.183,2016,Property Maintenance,E,1,0,1
33.776,-118.182,2016,Vehicles,I,1,0,1
33.775,-118.196,2016,No type recorded,E,1,0,1
33.769,-118.186,2016,Illegal Use,I,1,0,1
33.776,-118.175,2016,No type recorded,E,1,1,1
33.776,-118.174,2016,Unpermitted Construction,I,1,1,1
33.776,-118.174,2016,Unpermitted Construction,I,1,0,5
33.775,-118.195,2016,No type recorded,E,1,1,23
33.772,-118.196,2016,Property Maintenance,E,1,0,2
33.776,-118.194,2016,No type recorded,E,1,1,3
33.776,-118.198,2016,Property Maintenance,I,1,1,1
33.777,-118.197,2016,No type recorded,I,1,0,2
33.773,-118.184,2016,No type recorded,E,1,1,1
33.789,-118.198,2016,No type recorded,I,1,1,4
33.773,-118.199,2016,Property Maintenance,I,1,1,1
33.773,-118.199,2016,Graffiti,I,1,1,1
33.777,-118.196,2016,No type recorded,E,1,1,14
33.777,-118.196,2016,No type recorded,E,1,0,24
33.789,-118.192,2016,No type recorded,E,1,1,3
33.776,-118.174,2016,No type recorded,I,1,1,7
33.787,-118.192,2016,No type recorded,E,1,0,4
33.787,-118.194,2016,No type recorded,I,1,1,1
33.787,-118.199,2016,Other,I,1,0,1
33.79,-118.189,2016,No type recorded,E,1,1,1
33.778,-118.194,2016,No type recorded,I,1,1,1
33.772,-118.198,2016,Property Maintenance,I,1,1,1
33.771,-118.198,2016,No type recorded,I,1,1,1
33.781,-118.184,2016,No type recorded,E,1,0,1
33.778,-118.197,2016,Property Maintenance,E,1,0,7
33.776,-118.188,2016,Property Maintenance,E,1,0,2
33.778,-118.198,2016,Property Maintenance,I,1,0,4
33.787,-118.192,2016,No type recorded,I,1,0,2
33.777,-118.176,2016,Property Maintenance,I,1,1,1
33.777,-118.174,2016,Property Maintenance,I,1,1,1
33.787,-118.191,2016,No type recorded,I,1,0,1
33.778,-118.197,2016,Vehicles,I,1,0,1
33.778,-118.197,2016,Property Maintenance,I,1,1,5
33.779,-118.196,2016,Property Maintenance,I,1,1,3
33.779,-118.198,2016,Property Maintenance,I,1,0,2
33.778,-118.198,2016,Property Maintenance,I,1,1,1
33.779,-118.194,2016,Signage,I,1,1,1
33.778,-118.179,2016,No type recorded,E,1,1,13
33.778,-118.179,2016,No type recorded,E,1,0,10
33.781,-118.191,2016,No type recorded,I,1,1,1
33.775,-118.178,2016,Property Maintenance,I,1,0,2
33.775,-118.188,2016,Property Maintenance,I,1,0,2
33.781,-118.191,2016,No type recorded,I,1,0,2
33.759,-118.242,2016,Inspection,E,1,0,1
33.767,-118.201,2016,Inspection,E,1,0,1
33.772,-118.187,2016,Property Maintenance,E,1,0,1
33.775,-118.175,2016,No type recorded,E,1,1,15
33.788,-118.195,2016,No type recorded,E,1,0,7
33.789,-118.195,2016,No type recorded,E,1,0,7
33.772,-118.183,2016,Health/Pests,I,1,0,1
33.775,-118.182,2016,Property Maintenance,I,1,0,2
33.774,-118.183,2016,Property Maintenance,E,1,0,1
33.777,-118.179,2016,Property Maintenance,I,1,0,2
33.774,-118.198,2016,Other,E,1,1,1
33.776,-118.196,2016,No type recorded,E,1,0,24
33.775,-118.198,2016,No type recorded,I,1,0,3
33.776,-118.174,2016,No type recorded,I,1,0,5
33.777,-118.18,2016,No type recorded,I,1,1,1
33.777,-118.184,2016,Other,E,1,0,1
33.774,-118.194,2016,Property Maintenance,E,1,1,1
33.779,-118.199,2016,Property Maintenance,E,1,1,1
33.768,-118.193,2016,Property Maintenance,E,1,0,2
33.778,-118.173,2016,Property Maintenance,E,1,0,1
33.776,-118.194,2016,No type recorded,E,1,0,2
33.777,-118.174,2016,Property Maintenance,I,1,0,2
33.773,-118.196,2016,Property Maintenance,I,1,1,2
33.773,-118.195,2016,No type recorded,I,1,0,1
33.774,-118.186,2016,No type recorded,E,1,1,10
33.779,-118.194,2016,No type recorded,I,1,1,1
33.779,-118.194,2016,Signage,I,1,0,1
33.779,-118.193,2016,Property Maintenance,E,1,1,1
33.779,-118.192,2016,No type recorded,E,1,1,1
33.778,-118.192,2016,Signage,I,1,1,1
33.779,-118.191,2016,No type recorded,E,1,1,1
33.776,-118.196,2016,No type recorded,I,1,0,14
33.773,-118.184,2016,Property Maintenance,E,1,0,1
33.777,-118.201,2016,Property Maintenance,I,1,0,1
33.776,-118.184,2016,No type recorded,E,1,1,4
33.776,-118.184,2016,No type recorded,E,1,0,11
33.779,-118.181,2016,No type recorded,E,1,1,1
33.774,-118.199,2016,No type recorded,E,1,1,8
33.773,-118.2,2016,No type recorded,E,1,1,11
33.774,-118.199,2016,No type recorded,E,1,0,11
33.777,-118.171,2016,No type recorded,I,1,1,1
33.778,-118.194,2016,Graffiti,E,1,1,1
33.776,-118.174,2016,Property Maintenance,I,1,1,1
33.773,-118.198,2016,No type recorded,I,1,0,1
33.777,-118.181,2016,Unpermitted Construction,I,1,1,1
33.778,-118.171,2016,Unpermitted Construction,I,1,1,1
33.775,-118.182,2016,Graffiti,E,1,0,1
33.789,-118.192,2016,Illegal Use,I,1,0,3
33.777,-118.198,2016,No type recorded,E,1,1,1
33.776,-118.176,2016,Property Maintenance,I,1,0,2
33.778,-118.172,2016,No type recorded,I,1,1,1
33.776,-118.182,2016,No type recorded,E,1,1,2
33.776,-118.182,2016,No type recorded,E,1,0,4
33.777,-118.196,2016,No type recorded,I,1,1,8
33.777,-118.196,2016,No type recorded,I,1,0,28
33.766,-118.195,2016,Vehicles,P,1,0,1
33.779,-118.201,2016,Vehicles,I,1,0,1
33.772,-118.201,2016,No type recorded,I,1,0,3
33.774,-118.181,2016,No type recorded,E,1,0,21
33.774,-118.186,2016,Other,E,1,0,2
33.778,-118.176,2016,Property Maintenance,I,1,0,2
33.778,-118.178,2016,Health/Pests,I,1,0,2
33.779,-118.189,2016,Property Maintenance,I,1,0,1
33.778,-118.182,2016,No type recorded,E,1,1,10
33.779,-118.197,2016,Graffiti,I,1,0,6
33.782,-118.195,2016,Unpermitted Construction,I,1,1,1
33.784,-118.196,2016,Property Maintenance,E,1,0,1
33.774,-118.198,2016,Property Maintenance,I,1,0,1
33.774,-118.188,2016,Property Maintenance,E,1,0,1
33.774,-118.188,2016,Unpermitted Construction,E,1,1,1
33.78,-118.198,2016,Unpermitted Construction,I,1,0,1
33.771,-118.184,2016,No type recorded,E,1,1,1
33.77,-118.184,2016,No type recorded,I,1,1,2
33.79,-118.213,2016,No type recorded,E,1,0,1
33.773,-118.197,2016,No type recorded,E,1,1,6
33.778,-118.169,2016,Vehicles,I,1,0,8
33.773,-118.195,2016,Property Maintenance,I,1,0,6
33.776,-118.194,2016,Property Maintenance,E,1,0,2
33.781,-118.196,2016,Property Maintenance,E,1,0,1
33.782,-118.195,2016,Property Maintenance,E,1,0,3
33.782,-118.195,2016,Property Maintenance,I,1,0,1
33.772,-118.186,2016,No type recorded,E,1,0,3
33.784,-118.192,2016,No type recorded,E,1,0,1
33.777,-118.169,2016,No type recorded,E,1,1,2
33.777,-118.169,2016,No type recorded,E,1,0,6
33.776,-118.196,2016,No type recorded,E,1,1,6
33.776,-118.2,2016,Unpermitted Construction,I,1,0,2
33.78,-118.195,2016,No type recorded,I,1,0,2
33.777,-118.184,2016,No type recorded,E,1,1,1
33.777,-118.184,2016,No type recorded,E,1,0,10
33.778,-118.187,2016,No type recorded,E,1,0,17
33.778,-118.199,2016,No type recorded,I,1,1,3
33.768,-118.189,2016,Other,E,1,0,1
33.79,-118.195,2016,Other,E,1,0,1
33.79,-118.174,2016,Other,I,1,0,2
33.783,-118.191,2016,No type recorded,I,1,0,2
33.783,-118.199,2016,Illegal Use,I,1,0,1
33.772,-118.195,2016,Health/Pests,I,1,0,1
33.784,-118.191,2016,No type recorded,E,1,1,9
33.784,-118.191,2016,No type recorded,E,1,0,5
33.779,-118.199,2016,No type recorded,I,1,1,1
33.785,-118.196,2016,Property Maintenance,I,1,1,1
33.776,-118.196,2016,No type recorded,I,1,1,1
33.777,-118.177,2016,Property Maintenance,I,1,1,1
33.776,-118.174,2016,Other,I,1,0,1
33.771,-118.199,2016,No type recorded,I,1,1,4
33.771,-118.199,2016,No type recorded,I,1,0,20
33.776,-118.199,2016,No type recorded,E,1,0,22
33.789,-118.191,2016,No type recorded,I,1,1,6
33.776,-118.169,2016,No type recorded,E,1,0,1
33.789,-118.191,2016,No type recorded,I,1,0,23
33.776,-118.179,2009,Unpermitted Construction,I,1,1,1
33.775,-118.186,2016,Property Maintenance,E,1,0,2
33.789,-118.189,2016,Signage,E,1,0,1
33.772,-118.186,2016,No type recorded,E,1,1,2
33.776,-118.199,2016,No type recorded,I,1,1,1
33.778,-118.196,2016,Graffiti,E,1,1,1
33.789,-118.198,2016,No type recorded,E,1,1,6
33.789,-118.198,2016,No type recorded,E,1,0,6
33.793,-118.198,2016,No type recorded,E,1,0,2
33.778,-118.171,2016,Health/Pests,I,1,1,1
33.777,-118.198,2016,Vehicles,I,1,0,1
33.778,-118.176,2016,Illegal Use,P,1,1,2
33.778,-118.196,2016,Signage,E,1,0,3
33.789,-118.191,2016,No type recorded,E,1,1,1
33.789,-118.191,2016,No type recorded,E,1,0,10
33.777,-118.194,2016,No type recorded,E,1,0,1
33.777,-118.174,2016,Unpermitted Construction,I,1,0,1
33.779,-118.197,2016,Unpermitted Construction,I,1,1,2
33.779,-118.197,2016,Unpermitted Construction,I,1,0,5
33.784,-118.189,2016,Other,I,1,0,1
33.783,-118.189,2016,Other,E,1,0,1
33.776,-118.185,2016,Property Maintenance,I,1,1,1
33.775,-118.179,2016,Property Maintenance,E,1,0,1
33.775,-118.179,2016,Property Maintenance,I,1,1,1
33.772,-118.195,2016,No type recorded,E,1,0,1
33.781,-118.196,2016,No type recorded,I,1,0,3
33.773,-118.197,2016,No type recorded,E,1,0,18
33.77,-118.185,2016,Signage,E,1,0,1
33.778,-118.196,2016,Property Maintenance,I,1,0,10
33.773,-118.182,2016,Graffiti,E,1,1,1
33.779,-118.198,2016,No type recorded,E,1,0,4
33.778,-118.201,2016,Property Maintenance,E,1,0,1
33.779,-118.198,2016,Property Maintenance,I,1,1,1
33.778,-118.197,2016,Property Maintenance,I,1,0,2
33.778,-118.172,2016,Vehicles,I,1,1,1
33.779,-118.196,2016,Property Maintenance,I,1,0,2
33.778,-118.174,2016,Property Maintenance,E,1,0,1
33.774,-118.181,2016,No type recorded,E,1,1,4
33.775,-118.195,2016,No type recorded,I,1,1,1
33.776,-118.198,2016,No type recorded,E,1,0,1
33.779,-118.196,2016,Property Maintenance,E,1,0,1
33.773,-118.187,2016,Property Maintenance,I,1,0,1
33.779,-118.199,2016,Property Maintenance,E,1,0,1
33.772,-118.185,2016,No type recorded,E,1,0,1
33.778,-118.197,2016,Property Maintenance,E,1,1,2
33.768,-118.191,2016,Signage,I,1,0,1
33.774,-118.2,2016,Property Maintenance,E,1,1,1
33.788,-118.196,2016,Property Maintenance,I,1,1,1
33.77,-118.185,2016,No type recorded,I,1,1,1
33.777,-118.17,2016,No type recorded,I,1,1,7
33.778,-118.198,2016,No type recorded,I,1,0,2
33.778,-118.197,2016,Unpermitted Construction,I,1,0,1
33.776,-118.173,2016,Property Maintenance,I,1,0,1
33.773,-118.183,2016,Property Maintenance,I,1,0,2
33.774,-118.185,2016,Property Maintenance,E,1,1,1
33.775,-118.169,2016,Property Maintenance,I,1,1,1
33.775,-118.184,2016,Graffiti,I,1,1,2
33.79,-118.191,2016,Inspection,I,1,1,1
33.768,-118.182,2016,No type recorded,E,1,0,2
33.776,-118.189,2016,Unpermitted Construction,E,1,0,1
33.769,-118.184,2016,Signage,E,1,1,1
33.787,-118.194,2016,Vehicles,I,1,0,1
33.767,-118.193,2016,Property Maintenance,E,1,1,1
33.779,-118.196,2016,No type recorded,E,1,1,1
33.773,-118.187,2016,Property Maintenance,E,1,1,1
33.772,-118.185,2016,Property Maintenance,E,1,1,2
33.781,-118.195,2016,No type recorded,I,1,1,6
33.776,-118.173,2016,Unpermitted Construction,E,1,0,3
33.776,-118.175,2016,Property Maintenance,I,1,0,1
33.789,-118.189,2016,Property Maintenance,I,1,0,1
33.773,-118.196,2016,Property Maintenance,E,1,0,2
33.774,-118.196,2016,Property Maintenance,I,1,0,2
33.773,-118.197,2016,Property Maintenance,E,1,0,4
33.773,-118.198,2016,Property Maintenance,I,1,0,2
33.773,-118.194,2016,Property Maintenance,E,1,0,1
33.774,-118.195,2016,Property Maintenance,I,1,0,2
33.777,-118.176,2016,Property Maintenance,I,1,0,1
33.773,-118.187,2016,Property Maintenance,E,1,0,2
33.785,-118.197,2016,No type recorded,E,1,0,1
33.774,-118.188,2016,Property Maintenance,E,1,1,1
33.768,-118.187,2016,Graffiti,E,1,0,1
33.776,-118.173,2016,No type recorded,I,1,0,2
33.778,-118.171,2016,No type recorded,I,1,1,2
33.778,-118.171,2016,No type recorded,I,1,0,1
33.781,-118.192,2016,Health/Pests,E,1,0,1
33.774,-118.183,2016,Other,I,1,1,1
33.777,-118.181,2016,Property Maintenance,I,1,1,1
33.779,-118.185,2016,Property Maintenance,I,1,1,1
33.775,-118.186,2016,No type recorded,E,1,0,1
33.767,-118.19,2016,Signage,E,1,0,1
33.777,-118.172,2016,Other,I,1,0,1
33.771,-118.199,2016,No type recorded,E,1,1,8
33.775,-118.188,2016,Unpermitted Construction,I,1,1,1
33.775,-118.176,2016,Graffiti,P,1,0,2
33.777,-118.172,2016,Unpermitted Construction,E,1,0,1
33.781,-118.195,2016,No type recorded,I,1,0,8
33.79,-118.189,2016,Property Maintenance,E,1,1,1
33.778,-118.171,2016,No type recorded,E,1,0,10
