lat,lon,year,cat,og,d,v,n
33.799,-118.189,2022,Property Maintenance,I,6,0,1
33.783,-118.179,2022,Signage,I,6,0,1
33.783,-118.18,2022,Signage,I,6,0,1
33.781,-118.175,2022,Unpermitted Construction,I,6,0,1
33.798,-118.182,2022,No type recorded,E,6,0,1
33.793,-118.181,2022,No type recorded,E,6,0,1
33.793,-118.181,2022,No type recorded,I,6,0,1
33.794,-118.181,2022,No type recorded,E,6,1,1
33.793,-118.179,2022,No type recorded,E,6,0,1
33.791,-118.179,2022,No type recorded,I,6,0,1
33.781,-118.176,2022,No type recorded,E,6,1,1
33.782,-118.176,2022,No type recorded,E,6,1,1
33.781,-118.175,2022,No type recorded,I,6,0,2
33.783,-118.176,2022,No type recorded,E,6,0,1
33.782,-118.175,2022,No type recorded,I,6,1,2
33.786,-118.165,2022,Health/Pests,E,6,1,1
33.781,-118.175,2022,Habitability,I,6,1,1
33.802,-118.189,2022,Property Maintenance,E,6,0,1
33.804,-118.182,2022,No type recorded,I,6,0,1
33.803,-118.185,2022,Other,P,6,1,1
33.779,-118.178,2022,Property Maintenance,I,6,0,1
33.796,-118.181,2022,No type recorded,I,6,0,2
33.797,-118.181,2022,No type recorded,I,6,0,1
33.794,-118.184,2022,No type recorded,I,6,0,1
33.794,-118.184,2022,No type recorded,I,6,1,2
33.785,-118.176,2022,No type recorded,I,6,0,3
33.785,-118.176,2022,No type recorded,E,6,1,1
33.782,-118.175,2022,No type recorded,I,6,0,1
33.795,-118.178,2022,Other,I,6,0,1
33.794,-118.18,2022,Habitability,E,6,1,1
33.788,-118.169,2009,Vehicles,I,6,1,1
33.796,-118.178,2022,No type recorded,I,6,0,1
33.794,-118.181,2022,No type recorded,I,6,1,1
33.796,-118.181,2022,No type recorded,I,6,1,1
33.795,-118.184,2022,No type recorded,I,6,0,1
33.786,-118.176,2022,No type recorded,I,6,0,1
33.788,-118.176,2022,No type recorded,E,6,0,1
33.789,-118.176,2022,No type recorded,I,6,0,2
33.781,-118.175,2022,No type recorded,I,6,1,1
33.782,-118.175,2022,No type recorded,E,6,0,1
33.78,-118.18,2022,Habitability,I,6,0,1
33.791,-118.183,2022,No type recorded,I,6,0,1
33.791,-118.183,2022,No type recorded,E,6,1,1
33.79,-118.183,2022,No type recorded,I,6,0,2
33.794,-118.183,2022,No type recorded,E,6,0,1
33.794,-118.183,2022,No type recorded,I,6,0,1
33.788,-118.177,2008,Property Maintenance,I,6,1,1
33.781,-118.175,2022,No type recorded,E,6,1,1
33.789,-118.176,2022,No type recorded,E,6,1,1
33.789,-118.176,2022,No type recorded,I,6,1,1
33.785,-118.175,2022,No type recorded,I,6,0,3
33.789,-118.187,2022,No type recorded,I,6,1,1
33.782,-118.172,2022,No type recorded,I,6,0,1
33.79,-118.182,2022,Other,I,6,1,1
33.782,-118.183,2022,No type recorded,E,6,0,1
33.793,-118.183,2022,No type recorded,E,6,0,1
33.792,-118.183,2022,No type recorded,I,6,1,1
33.792,-118.183,2022,No type recorded,I,6,0,1
33.791,-118.183,2022,No type recorded,I,6,1,1
33.795,-118.183,2022,No type recorded,I,6,1,1
33.794,-118.183,2022,No type recorded,E,6,1,1
33.781,-118.172,2022,No type recorded,I,6,0,1
33.786,-118.175,2022,No type recorded,I,6,1,1
33.785,-118.175,2022,No type recorded,I,6,1,1
33.784,-118.175,2022,No type recorded,E,6,1,1
33.799,-118.192,2022,Health/Pests,E,6,0,1
33.781,-118.185,2022,Other,E,6,0,1
33.783,-118.179,2022,Other,E,6,1,1
33.787,-118.177,2022,No type recorded,I,6,1,1
33.782,-118.187,2022,No type recorded,E,6,1,1
33.798,-118.184,2022,Unpermitted Construction,I,6,0,1
33.781,-118.187,2022,No type recorded,E,6,1,1
33.781,-118.187,2022,No type recorded,E,6,0,1
33.784,-118.165,2022,No type recorded,I,6,1,1
33.788,-118.167,2022,No type recorded,I,6,1,1
33.799,-118.192,2022,Unpermitted Construction,I,6,1,1
33.798,-118.184,2022,No type recorded,I,6,1,1
33.8,-118.191,2022,Property Maintenance,I,6,1,1
33.786,-118.177,2023,Graffiti,E,6,1,1
33.789,-118.174,2023,Unpermitted Construction,I,6,0,3
33.785,-118.187,2023,No type recorded,I,6,0,3
33.785,-118.187,2023,No type recorded,I,6,1,1
33.783,-118.187,2023,No type recorded,I,6,0,2
33.783,-118.187,2023,No type recorded,I,6,1,1
33.783,-118.167,2023,Property Maintenance,I,6,1,1
33.795,-118.174,2023,Habitability,E,6,1,1
33.791,-118.191,2023,Vehicles,E,6,0,1
33.786,-118.172,2023,Habitability,I,6,0,1
33.813,-118.19,2009,Property Maintenance,I,6,1,1
33.787,-118.165,2023,Habitability,E,6,0,1
33.796,-118.19,2023,No type recorded,I,6,1,2
33.787,-118.163,2023,No type recorded,E,6,1,1
33.783,-118.172,2023,No type recorded,I,6,0,2
33.78,-118.174,2023,No type recorded,E,6,0,2
33.797,-118.194,2023,No type recorded,E,6,1,2
33.802,-118.183,2023,Property Maintenance,I,6,1,1
33.801,-118.191,2023,No type recorded,E,6,0,2
33.78,-118.166,2023,No type recorded,E,6,1,3
33.789,-118.168,2023,No type recorded,E,6,1,2
33.789,-118.168,2023,No type recorded,I,6,0,1
33.788,-118.174,2023,No type recorded,E,6,0,2
33.792,-118.189,2023,No type recorded,I,6,0,1
33.791,-118.189,2023,Property Maintenance,E,6,0,2
33.795,-118.179,2023,No type recorded,I,6,0,1
33.799,-118.18,2023,No type recorded,E,6,0,1
33.798,-118.18,2023,No type recorded,E,6,0,1
33.798,-118.18,2023,No type recorded,I,6,0,1
33.805,-118.186,2023,No type recorded,E,6,0,1
33.783,-118.168,2023,Other,I,6,0,3
33.779,-118.168,2023,Other,E,6,1,10
33.803,-118.188,2023,Other,E,6,1,1
33.78,-118.168,2023,Vehicles,I,6,0,1
33.779,-118.188,2023,Other,E,6,0,1
33.82,-118.194,2023,Other,E,6,1,1
33.783,-118.179,2023,Other,I,6,1,3
33.783,-118.165,2023,Other,E,6,1,3
33.793,-118.185,2023,Other,I,6,0,12
33.797,-118.185,2023,Other,P,6,1,3
33.803,-118.185,2023,Other,P,6,1,3
33.801,-118.185,2023,Other,I,6,1,7
33.789,-118.174,2023,Property Maintenance,I,6,0,3
33.789,-118.174,2023,Nuisance,I,6,0,1
33.781,-118.169,2023,Other,I,6,1,5
33.787,-118.174,2023,Other,I,6,1,2
33.797,-118.178,2023,Other,P,6,0,12
33.795,-118.176,2023,Other,I,6,0,12
33.783,-118.18,2023,Other,E,6,1,7
33.805,-118.186,2023,Other,I,6,0,12
33.798,-118.189,2023,Other,E,6,0,10
33.806,-118.189,2023,Other,I,6,0,12
33.812,-118.189,2023,Other,I,6,0,9
33.79,-118.182,2023,Other,I,6,0,12
33.781,-118.183,2023,Other,E,6,0,11
33.786,-118.176,2023,Other,I,6,0,13
33.794,-118.194,2023,Other,I,6,0,7
33.804,-118.194,2023,Other,I,6,0,12
33.79,-118.192,2023,Other,I,6,1,3
33.79,-118.188,2023,Other,E,6,0,9
33.812,-118.187,2023,Other,E,6,0,7
33.804,-118.186,2023,Other,P,6,0,11
33.786,-118.171,2023,No type recorded,I,6,0,1
33.8,-118.183,2023,Unpermitted Construction,I,6,1,1
33.798,-118.187,2023,Unpermitted Construction,I,6,1,1
33.803,-118.191,2023,No type recorded,E,6,0,2
33.792,-118.189,2023,No type recorded,E,6,1,1
33.787,-118.163,2023,Property Maintenance,I,6,1,1
33.785,-118.171,2023,Unpermitted Construction,I,6,0,1
33.783,-118.172,2023,No type recorded,E,6,0,3
33.8,-118.191,2023,Animals,I,6,0,1
33.783,-118.189,2023,Property Maintenance,E,6,0,2
33.781,-118.187,2023,Illegal Use,I,6,0,1
33.791,-118.181,2008,Vehicles,I,6,1,1
33.782,-118.164,2023,Health/Pests,E,6,1,1
33.783,-118.172,2023,No type recorded,I,6,1,1
33.787,-118.169,2023,No type recorded,E,6,1,1
33.785,-118.169,2023,No type recorded,I,6,1,1
33.784,-118.173,2023,No type recorded,E,6,0,1
33.781,-118.172,2023,No type recorded,E,6,1,1
33.785,-118.173,2023,No type recorded,E,6,1,1
33.789,-118.184,2023,No type recorded,E,6,0,2
33.797,-118.183,2023,No type recorded,I,6,0,3
33.795,-118.183,2023,No type recorded,E,6,0,1
33.8,-118.183,2023,No type recorded,I,6,1,1
33.8,-118.183,2023,No type recorded,I,6,0,2
33.801,-118.183,2023,No type recorded,E,6,1,1
33.815,-118.192,2023,Property Maintenance,I,6,0,1
33.779,-118.173,2023,No type recorded,I,6,0,3
33.786,-118.165,2023,No type recorded,I,6,0,1
33.796,-118.176,2023,No type recorded,I,6,1,1
33.8,-118.184,2023,No type recorded,E,6,0,1
33.8,-118.184,2023,No type recorded,E,6,1,1
33.801,-118.184,2023,No type recorded,I,6,1,1
33.802,-118.182,2023,No type recorded,E,6,0,1
33.802,-118.182,2023,No type recorded,E,6,1,1
33.785,-118.165,2009,No type recorded,E,6,0,1
33.783,-118.172,2023,No type recorded,E,6,1,1
33.783,-118.172,2009,No type recorded,E,6,0,1
33.798,-118.184,2023,No type recorded,I,6,1,2
33.799,-118.184,2023,No type recorded,I,6,0,1
33.799,-118.184,2023,No type recorded,I,6,1,2
33.8,-118.184,2023,No type recorded,I,6,0,1
33.786,-118.168,2023,No type recorded,I,6,1,1
33.781,-118.169,2023,No type recorded,I,6,1,2
33.789,-118.185,2023,No type recorded,I,6,1,1
33.789,-118.177,2023,No type recorded,I,6,1,1
33.789,-118.177,2023,No type recorded,E,6,0,1
33.788,-118.177,2023,No type recorded,I,6,0,1
33.803,-118.188,2023,Other,E,6,0,6
33.782,-118.179,2023,No type recorded,E,6,0,2
33.78,-118.182,2023,No type recorded,E,6,1,1
33.792,-118.184,2023,No type recorded,E,6,1,1
33.793,-118.184,2023,No type recorded,I,6,1,2
33.793,-118.185,2023,No type recorded,E,6,0,1
33.793,-118.184,2023,No type recorded,I,6,0,1
33.796,-118.184,2023,No type recorded,I,6,0,2
33.784,-118.187,2023,No type recorded,E,6,0,2
33.79,-118.183,2023,No type recorded,E,6,0,3
33.796,-118.189,2023,Vehicles,I,6,0,1
33.801,-118.193,2023,No type recorded,I,6,0,1
33.791,-118.179,2023,Habitability,I,6,0,1
33.789,-118.184,2023,No type recorded,E,6,1,1
33.819,-118.194,2023,Other,E,6,1,1
33.785,-118.174,2023,Property Maintenance,I,6,0,2
33.783,-118.179,2023,Other,I,6,0,9
33.783,-118.165,2023,Other,E,6,0,9
33.803,-118.185,2023,Other,P,6,0,9
33.78,-118.164,2023,Vehicles,I,6,1,1
33.78,-118.164,2023,Vehicles,I,6,0,1
33.801,-118.185,2023,Other,I,6,0,5
33.781,-118.169,2023,Other,I,6,0,2
33.787,-118.174,2023,Other,I,6,0,11
33.796,-118.18,2023,Vehicles,E,6,0,1
33.781,-118.173,2023,No type recorded,E,6,0,2
33.781,-118.183,2023,Other,E,6,1,1
33.79,-118.192,2023,Other,I,6,0,9
33.79,-118.188,2023,Other,E,6,1,3
33.812,-118.187,2023,Other,E,6,1,5
33.783,-118.166,2023,No type recorded,E,6,0,2
33.792,-118.201,2023,Other,I,6,0,1
33.78,-118.174,2023,Other,E,6,0,1
33.796,-118.189,2023,Unpermitted Construction,E,6,0,1
33.785,-118.17,2023,Property Maintenance,I,6,0,1
33.798,-118.192,2023,No type recorded,I,6,0,2
33.79,-118.179,2023,No type recorded,I,6,1,1
33.79,-118.183,2023,No type recorded,E,6,1,1
33.79,-118.173,2023,No type recorded,E,6,0,1
33.791,-118.168,2023,No type recorded,I,6,0,2
33.804,-118.192,2023,No type recorded,E,6,0,1
33.79,-118.18,2023,No type recorded,E,6,1,1
33.792,-118.194,2023,No type recorded,E,6,1,1
33.802,-118.189,2023,No type recorded,E,6,1,1
33.79,-118.217,2023,No type recorded,E,6,1,1
33.791,-118.184,2023,No type recorded,E,6,0,1
33.803,-118.185,2023,No type recorded,P,6,0,2
33.786,-118.186,2023,Property Maintenance,I,6,1,1
33.793,-118.182,2023,No type recorded,I,6,1,1
33.783,-118.165,2008,Signage,I,6,1,1
33.787,-118.177,2023,No type recorded,I,6,1,1
33.787,-118.175,2023,No type recorded,I,6,0,2
33.788,-118.176,2023,No type recorded,I,6,0,1
33.787,-118.176,2023,No type recorded,I,6,1,1
33.786,-118.176,2023,No type recorded,E,6,1,1
33.779,-118.173,2023,No type recorded,E,6,0,1
33.786,-118.175,2023,No type recorded,I,6,0,1
33.786,-118.166,2023,No type recorded,E,6,0,2
33.784,-118.176,2023,Vehicles,I,6,0,1
33.786,-118.174,2023,Property Maintenance,I,6,0,1
33.787,-118.175,2023,Illegal Use,I,6,0,1
33.78,-118.181,2023,No type recorded,E,6,1,4
33.78,-118.181,2023,No type recorded,I,6,1,2
33.799,-118.19,2023,No type recorded,E,6,0,2
33.797,-118.185,2023,Other,P,6,0,9
33.779,-118.181,2023,No type recorded,E,6,1,1
33.779,-118.181,2023,No type recorded,E,6,0,1
33.779,-118.181,2023,No type recorded,I,6,1,1
33.783,-118.18,2023,Other,E,6,0,5
33.798,-118.189,2023,Other,E,6,1,2
33.812,-118.189,2023,Other,I,6,1,4
33.799,-118.191,2023,Property Maintenance,I,6,1,2
33.784,-118.17,2023,Unpermitted Construction,I,6,0,1
33.813,-118.188,2023,Other,I,6,1,1
33.785,-118.181,2023,No type recorded,E,6,0,3
33.784,-118.181,2023,No type recorded,I,6,1,1
33.784,-118.181,2023,No type recorded,I,6,0,2
33.784,-118.181,2023,No type recorded,E,6,0,1
33.781,-118.181,2023,No type recorded,E,6,1,4
33.803,-118.194,2023,Health/Pests,I,6,0,1
33.782,-118.165,2023,No type recorded,I,6,1,1
33.798,-118.179,2023,Unpermitted Construction,I,6,1,1
33.794,-118.182,2023,Habitability,I,6,0,1
33.783,-118.164,2023,Other,I,6,1,1
33.795,-118.187,2023,Property Maintenance,E,6,1,1
33.785,-118.178,2023,No type recorded,E,6,0,2
33.79,-118.19,2023,No type recorded,E,6,0,1
33.782,-118.185,2023,No type recorded,I,6,0,1
33.779,-118.185,2023,No type recorded,I,6,1,1
33.782,-118.182,2023,No type recorded,I,6,1,2
33.784,-118.182,2023,No type recorded,I,6,0,5
33.797,-118.189,2023,Graffiti,E,6,1,1
33.793,-118.194,2023,Property Maintenance,I,6,1,1
33.787,-118.179,2023,Property Maintenance,I,6,1,3
33.783,-118.164,2023,Signage,E,6,0,1
33.783,-118.167,2023,Signage,I,6,0,1
33.785,-118.185,2023,No type recorded,E,6,0,1
33.794,-118.189,2023,Graffiti,E,6,1,1
33.786,-118.187,2023,No type recorded,I,6,1,1
33.785,-118.185,2023,No type recorded,I,6,0,1
33.815,-118.192,2023,Health/Pests,I,6,0,1
33.787,-118.168,2023,No type recorded,E,6,0,1
33.781,-118.185,2023,No type recorded,E,6,0,1
33.782,-118.179,2023,No type recorded,I,6,0,1
33.787,-118.168,2023,Habitability,I,6,1,1
33.782,-118.172,2023,No type recorded,E,6,0,1
33.786,-118.169,2023,Property Maintenance,I,6,1,1
33.783,-118.189,2023,Other,I,6,1,2
33.79,-118.177,2023,Signage,I,6,0,1
33.789,-118.169,2009,Vehicles,I,6,1,1
33.78,-118.184,2023,No type recorded,I,6,1,1
33.78,-118.184,2023,No type recorded,E,6,1,1
33.781,-118.184,2023,No type recorded,I,6,0,2
33.781,-118.184,2023,No type recorded,E,6,0,1
33.79,-118.188,2023,Vehicles,I,6,0,1
33.789,-118.169,2023,Habitability,I,6,0,2
33.779,-118.184,2023,No type recorded,E,6,1,1
33.78,-118.184,2023,No type recorded,E,6,0,3
33.781,-118.163,2023,No type recorded,E,6,0,1
33.803,-118.184,2023,Property Maintenance,I,6,0,1
33.804,-118.182,2023,Property Maintenance,I,6,0,1
33.781,-118.169,2023,No type recorded,I,6,0,1
33.789,-118.189,2023,Signage,E,6,0,1
33.783,-118.164,2023,No type recorded,I,6,1,1
33.783,-118.164,2023,No type recorded,E,6,1,1
33.784,-118.164,2023,No type recorded,E,6,1,1
33.784,-118.164,2023,No type recorded,I,6,0,2
33.78,-118.183,2023,No type recorded,E,6,1,1
33.782,-118.183,2023,No type recorded,E,6,0,2
33.784,-118.183,2023,No type recorded,I,6,1,2
33.784,-118.183,2023,No type recorded,I,6,0,1
33.78,-118.164,2023,No type recorded,I,6,0,2
33.78,-118.163,2023,No type recorded,E,6,1,3
33.781,-118.163,2023,No type recorded,I,6,0,1
33.781,-118.163,2023,No type recorded,I,6,1,1
33.796,-118.188,2023,No type recorded,E,6,1,1
33.787,-118.179,2023,Property Maintenance,I,6,0,1
33.784,-118.168,2023,Other,E,6,0,1
33.78,-118.179,2023,Property Maintenance,E,6,1,1
33.803,-118.19,2009,No type recorded,E,6,0,1
33.789,-118.17,2023,Habitability,I,6,0,1
33.794,-118.18,2023,No type recorded,E,6,1,1
33.781,-118.186,2023,No type recorded,E,6,0,3
33.788,-118.181,2023,No type recorded,I,6,1,1
33.783,-118.167,2023,Property Maintenance,P,6,1,1
33.789,-118.166,2023,No type recorded,I,6,1,1
33.779,-118.168,2023,Other,E,6,0,2
33.79,-118.169,2023,No type recorded,E,6,0,1
33.788,-118.174,2023,No type recorded,I,6,0,1
33.818,-118.195,2023,No type recorded,E,6,0,2
33.781,-118.165,2023,No type recorded,I,6,1,2
33.781,-118.165,2023,No type recorded,I,6,0,2
33.781,-118.165,2023,No type recorded,E,6,1,1
33.781,-118.165,2023,No type recorded,E,6,0,1
33.785,-118.179,2023,Property Maintenance,I,6,1,1
33.785,-118.174,2008,Vehicles,I,6,1,1
33.794,-118.194,2023,Other,I,6,1,5
33.784,-118.188,2023,No type recorded,E,6,1,2
33.794,-118.188,2023,No type recorded,E,6,1,1
33.783,-118.188,2023,No type recorded,I,6,1,1
33.781,-118.188,2023,No type recorded,E,6,0,3
33.781,-118.188,2023,No type recorded,E,6,1,1
33.783,-118.165,2023,No type recorded,I,6,1,2
33.783,-118.165,2023,No type recorded,I,6,0,2
33.784,-118.165,2023,No type recorded,E,6,0,1
33.818,-118.194,2023,No type recorded,I,6,0,1
33.816,-118.192,2023,No type recorded,I,6,0,1
33.814,-118.192,2023,No type recorded,I,6,1,1
33.796,-118.181,2023,No type recorded,I,6,1,1
33.788,-118.189,2023,Graffiti,E,6,1,1
33.802,-118.192,2023,No type recorded,I,6,0,2
33.783,-118.185,2023,Graffiti,I,6,0,1
33.781,-118.166,2023,No type recorded,E,6,0,1
33.781,-118.166,2023,No type recorded,E,6,1,1
33.781,-118.166,2023,No type recorded,I,6,1,1
33.782,-118.166,2023,No type recorded,I,6,1,1
33.781,-118.163,2023,Unpermitted Construction,I,6,0,1
33.787,-118.165,2023,No type recorded,I,6,1,1
33.779,-118.182,2023,No type recorded,I,6,0,1
33.79,-118.181,2023,Property Maintenance,P,6,0,1
33.78,-118.165,2023,No type recorded,I,6,1,2
33.78,-118.165,2023,No type recorded,I,6,0,2
33.78,-118.166,2023,No type recorded,E,6,0,2
33.802,-118.183,2023,No type recorded,E,6,1,1
33.796,-118.189,2023,No type recorded,E,6,1,1
33.784,-118.168,2023,Property Maintenance,E,6,0,5
33.779,-118.166,2023,No type recorded,I,6,1,1
33.779,-118.166,2023,No type recorded,I,6,0,1
33.779,-118.165,2023,No type recorded,I,6,0,1
33.783,-118.165,2023,Signage,I,6,1,1
33.783,-118.164,2023,Signage,I,6,1,1
33.795,-118.181,2023,No type recorded,E,6,0,1
33.792,-118.187,2023,Property Maintenance,I,6,1,1
33.784,-118.181,2023,Habitability,I,6,0,1
33.792,-118.181,2023,Property Maintenance,I,6,0,1
33.786,-118.165,2023,Property Maintenance,E,6,0,1
33.787,-118.165,2023,Property Maintenance,E,6,0,1
33.819,-118.193,2023,No type recorded,E,6,0,1
33.793,-118.189,2023,Property Maintenance,E,6,0,1
33.788,-118.164,2023,Other,I,6,0,1
33.802,-118.183,2023,Property Maintenance,E,6,0,2
33.802,-118.182,2023,Unpermitted Construction,E,6,0,1
33.803,-118.182,2023,Other,E,6,0,1
33.782,-118.181,2023,No type recorded,I,6,0,1
33.782,-118.18,2023,No type recorded,E,6,0,1
33.782,-118.18,2023,No type recorded,I,6,0,2
33.783,-118.178,2023,Graffiti,I,6,0,3
33.792,-118.191,2023,No type recorded,I,6,0,1
33.783,-118.176,2023,No type recorded,E,6,0,1
33.79,-118.169,2023,Other,I,6,0,2
33.783,-118.182,2023,No type recorded,E,6,0,1
33.789,-118.169,2023,No type recorded,E,6,0,1
33.799,-118.194,2023,Property Maintenance,I,6,1,2
33.813,-118.192,2023,Property Maintenance,I,6,0,1
33.781,-118.168,2023,Property Maintenance,I,6,1,1
33.787,-118.166,2023,No type recorded,I,6,1,1
33.78,-118.171,2023,No type recorded,E,6,0,1
33.816,-118.192,2023,Vehicles,I,6,1,1
33.788,-118.177,2023,No type recorded,E,6,0,1
33.79,-118.212,2023,No type recorded,E,6,1,1
33.784,-118.173,2023,Habitability,I,6,0,1
33.8,-118.191,2023,No type recorded,I,6,1,3
33.794,-118.184,2023,Unpermitted Construction,I,6,0,1
33.781,-118.164,2023,No type recorded,E,6,1,1
33.802,-118.185,2023,Property Maintenance,E,6,0,1
33.786,-118.174,2023,Other,I,6,1,1
33.784,-118.176,2023,Illegal Use,I,6,0,2
33.787,-118.174,2023,Unpermitted Construction,I,6,1,2
33.781,-118.172,2023,Property Maintenance,I,6,1,1
33.793,-118.181,2023,No type recorded,I,6,0,1
33.784,-118.189,2023,Other,E,6,0,5
33.786,-118.164,2023,Unpermitted Construction,I,6,1,1
33.783,-118.166,2023,Graffiti,P,6,1,2
33.794,-118.191,2023,No type recorded,E,6,1,2
33.787,-118.166,2023,No type recorded,I,6,0,1
33.788,-118.166,2023,Habitability,E,6,0,1
33.795,-118.18,2023,Property Maintenance,I,6,1,1
33.79,-118.176,2023,No type recorded,E,6,1,1
33.779,-118.171,2023,Habitability,E,6,0,1
33.786,-118.167,2023,No type recorded,E,6,1,1
33.785,-118.165,2023,No type recorded,I,6,0,2
33.781,-118.176,2023,Property Maintenance,E,6,1,1
33.785,-118.186,2023,Other,I,6,0,1
33.783,-118.187,2023,Graffiti,I,6,0,2
33.787,-118.166,2023,No type recorded,E,6,0,3
33.794,-118.182,2023,Property Maintenance,I,6,1,1
33.787,-118.165,2023,No type recorded,E,6,0,1
33.794,-118.192,2023,No type recorded,E,6,1,1
33.793,-118.189,2023,No type recorded,I,6,1,1
33.781,-118.176,2023,Habitability,I,6,1,1
33.781,-118.176,2023,Habitability,I,6,0,2
33.783,-118.171,2009,Graffiti,P,6,1,1
33.784,-118.179,2023,No type recorded,I,6,0,1
33.779,-118.164,2023,No type recorded,I,6,0,1
33.783,-118.166,2023,Property Maintenance,I,6,0,1
33.787,-118.177,2023,Other,I,6,0,8
33.799,-118.185,2023,Unpermitted Construction,I,6,1,1
33.816,-118.191,2023,No type recorded,I,6,0,1
33.817,-118.192,2023,No type recorded,I,6,0,1
33.814,-118.197,2023,Property Maintenance,E,6,0,2
33.785,-118.17,2023,No type recorded,I,6,1,1
33.783,-118.182,2023,Graffiti,I,6,1,1
33.791,-118.192,2023,No type recorded,E,6,1,1
33.785,-118.183,2023,No type recorded,I,6,0,1
33.786,-118.175,2023,Other,I,6,0,1
33.803,-118.192,2023,No type recorded,I,6,0,1
33.789,-118.189,2023,Property Maintenance,E,6,0,1
33.783,-118.176,2023,Property Maintenance,E,6,1,2
33.781,-118.179,2023,No type recorded,I,6,0,1
33.802,-118.192,2009,Property Maintenance,I,6,1,1
33.786,-118.188,2023,Vehicles,E,6,1,1
33.798,-118.191,2023,No type recorded,I,6,1,1
33.784,-118.183,2023,Property Maintenance,I,6,1,1
33.782,-118.175,2023,No type recorded,I,6,1,1
33.796,-118.187,2023,No type recorded,I,6,0,1
33.785,-118.166,2009,Other,I,6,1,1
33.816,-118.192,2023,Vehicles,I,6,0,1
33.816,-118.192,2023,Property Maintenance,I,6,0,1
33.798,-118.185,2023,No type recorded,E,6,0,1
33.797,-118.182,2023,No type recorded,E,6,1,1
33.783,-118.18,2023,Property Maintenance,I,6,1,1
33.818,-118.195,2023,No type recorded,E,6,1,1
33.794,-118.183,2023,Property Maintenance,E,6,1,1
33.791,-118.185,2023,Property Maintenance,P,6,0,1
33.781,-118.174,2023,Property Maintenance,I,6,0,1
33.785,-118.172,2023,Property Maintenance,I,6,1,1
33.802,-118.187,2023,Property Maintenance,I,6,1,1
33.797,-118.188,2023,Property Maintenance,E,6,1,1
33.79,-118.189,2023,Graffiti,E,6,0,1
33.797,-118.184,2023,Property Maintenance,I,6,1,1
33.804,-118.189,2023,Property Maintenance,E,6,0,1
33.794,-118.191,2023,Health/Pests,E,6,0,1
33.78,-118.175,2009,No type recorded,I,6,1,1
33.78,-118.168,2023,Property Maintenance,I,6,1,1
33.78,-118.168,2023,Property Maintenance,E,6,1,1
33.799,-118.189,2023,No type recorded,E,6,1,2
33.788,-118.173,2023,Property Maintenance,I,6,1,1
33.79,-118.187,2023,Property Maintenance,I,6,0,1
33.79,-118.188,2023,Property Maintenance,E,6,0,1
33.79,-118.184,2023,Other,I,6,0,1
33.79,-118.174,2023,Property Maintenance,E,6,1,1
33.781,-118.164,2023,Vehicles,E,6,0,1
33.779,-118.178,2023,No type recorded,I,6,0,1
33.779,-118.167,2023,No type recorded,I,6,0,3
33.795,-118.182,2023,Habitability,I,6,1,1
33.789,-118.171,2023,No type recorded,I,6,0,1
33.814,-118.185,2023,Unpermitted Construction,I,6,1,1
33.802,-118.183,2023,Vehicles,E,6,0,1
33.783,-118.216,2023,Property Maintenance,I,6,1,1
33.788,-118.172,2023,No type recorded,I,6,1,1
33.783,-118.188,2023,No type recorded,E,6,0,2
33.779,-118.167,2023,Graffiti,I,6,1,1
33.814,-118.191,2023,No type recorded,I,6,1,1
33.782,-118.165,2023,No type recorded,E,6,0,1
33.779,-118.18,2023,No type recorded,E,6,0,1
33.786,-118.165,2023,No type recorded,E,6,1,1
33.802,-118.188,2023,Property Maintenance,E,6,0,1
33.786,-118.174,2008,Property Maintenance,E,6,1,1
33.793,-118.193,2023,Habitability,I,6,0,1
33.802,-118.183,2023,Property Maintenance,I,6,0,2
33.791,-118.189,2023,Graffiti,E,6,1,1
33.788,-118.177,2023,No type recorded,E,6,1,1
33.784,-118.174,2023,Illegal Use,I,6,0,1
33.787,-118.168,2023,Property Maintenance,I,6,1,1
33.796,-118.181,2023,Health/Pests,I,6,0,1
33.784,-118.189,2023,Other,E,6,1,3
33.789,-118.166,2023,No type recorded,E,6,1,1
33.779,-118.183,2023,No type recorded,I,6,0,1
33.784,-118.188,2023,No type recorded,E,6,0,1
33.792,-118.189,2023,No type recorded,E,6,0,2
33.787,-118.179,2023,Unpermitted Construction,I,6,0,1
33.796,-118.186,2023,No type recorded,I,6,0,1
33.799,-118.191,2023,Property Maintenance,I,6,0,1
33.787,-118.187,2023,No type recorded,I,6,1,3
33.793,-118.188,2023,No type recorded,I,6,0,1
33.814,-118.185,2023,Habitability,I,6,1,1
33.779,-118.171,2023,No type recorded,I,6,1,1
33.783,-118.189,2023,Other,I,6,0,1
33.783,-118.172,2023,Health/Pests,E,6,1,1
33.815,-118.191,2023,Vehicles,I,6,0,1
33.795,-118.177,2023,Property Maintenance,I,6,1,2
33.796,-118.191,2023,Property Maintenance,E,6,1,1
33.789,-118.179,2023,Property Maintenance,I,6,0,1
33.799,-118.192,2023,No type recorded,E,6,0,2
33.803,-118.191,2023,Property Maintenance,I,6,0,1
33.814,-118.197,2023,Vehicles,E,6,1,1
33.82,-118.194,2023,No type recorded,E,6,0,2
33.779,-118.18,2023,Habitability,I,6,1,2
33.787,-118.188,2023,Property Maintenance,E,6,1,1
33.794,-118.181,2023,No type recorded,E,6,0,1
33.783,-118.171,2023,No type recorded,E,6,1,1
